tf,signal_idx,entry_idx,exit_idx,direction,entry,exit,pnl,entry_time,edge
M1,16001,16002,16006,-1,4395.395,4384.56,10.835000000000036,2026-08-13 05:42:00+00:00,IMBALANCE
M1,16320,16321,16325,-1,4394.049999999999,4395.63,-1.5800000000008367,2026-08-13 13:01:00+00:00,IMBALANCE
M1,16326,16327,16331,-1,4393.575,4393.955,-0.3800000000001091,2026-08-13 13:07:00+00:00,IMBALANCE
M5,3265,3266,3270,-1,4393.495,4379.135,14.359999999999673,2026-08-13 13:10:00+00:00,ABSORPTION
M1,16344,16345,16349,-1,4388.735000000001,4385.455,3.280000000000655,2026-08-13 13:25:00+00:00,IMBALANCE
M1,16351,16352,16356,-1,4383.525,4378.155,5.369999999999891,2026-08-13 13:32:00+00:00,IMBALANCE
M5,3273,3274,3278,-1,4377.695,4371.085,6.609999999999673,2026-08-13 13:50:00+00:00,ABSORPTION
M5,3280,3281,3285,1,4374.535,4384.885,10.350000000000364,2026-08-13 14:25:00+00:00,ABSORPTION
M1,16848,16849,16853,-1,4362.325,4358.395,3.9299999999993815,2026-08-13 23:49:00+00:00,IMBALANCE
M1,16862,16863,16867,1,4360.98,4354.415,-6.5649999999996,2026-08-14 00:03:00+00:00,IMBALANCE
M1,16872,16873,16877,-1,4350.92,4349.16,1.7600000000002185,2026-08-14 00:13:00+00:00,IMBALANCE
M1,16886,16887,16891,-1,4341.975,4340.125,1.850000000000364,2026-08-14 00:27:00+00:00,IMBALANCE
M1,16898,16899,16903,-1,4336.215,4337.965,-1.75,2026-08-14 00:39:00+00:00,IMBALANCE
M1,16914,16915,16919,1,4339.705,4341.245,1.5399999999999636,2026-08-14 00:55:00+00:00,IMBALANCE
M1,16921,16922,16926,-1,4333.825,4332.865,0.9600000000000364,2026-08-14 01:02:00+00:00,IMBALANCE
M1,16930,16931,16935,-1,4324.27,4325.14,-0.8699999999998909,2026-08-14 01:11:00+00:00,IMBALANCE
M1,16944,16945,16949,-1,4316.610000000001,4319.56,-2.9499999999989086,2026-08-14 01:25:00+00:00,IMBALANCE
M1,17010,17011,17015,1,4318.87,4321.275,2.4049999999997453,2026-08-14 02:31:00+00:00,IMBALANCE
M1,17167,17168,17172,-1,4321.955,4322.02,-0.0650000000005093,2026-08-14 05:08:00+00:00,IMBALANCE
M1,17190,17191,17195,-1,4312.335,4318.469999999999,-6.134999999999309,2026-08-14 05:31:00+00:00,IMBALANCE
M1,17210,17211,17215,1,4327.75,4330.945,3.194999999999709,2026-08-14 05:51:00+00:00,IMBALANCE
M1,17434,17435,17439,1,4361.674999999999,4361.74,0.0650000000005093,2026-08-14 11:35:00+00:00,IMBALANCE
M1,17460,17461,17465,1,4371.79,4374.505,2.715000000000145,2026-08-14 12:01:00+00:00,IMBALANCE
M1,17474,17475,17479,1,4371.8,4372.375,0.5749999999998181,2026-08-14 12:15:00+00:00,IMBALANCE
M1,17480,17481,17485,1,4376.495,4380.09,3.5950000000002547,2026-08-14 12:21:00+00:00,IMBALANCE
M1,17492,17493,17497,-1,4383.345,4377.915,5.430000000000291,2026-08-14 12:33:00+00:00,IMBALANCE
M5,3498,3499,3503,-1,4381.41,4373.780000000001,7.6299999999992,2026-08-14 12:35:00+00:00,ABSORPTION
M1,17523,17524,17528,1,4378.625,4377.004999999999,-1.6200000000008004,2026-08-14 13:04:00+00:00,IMBALANCE
M1,17550,17551,17555,1,4387.48,4392.5,5.020000000000437,2026-08-14 13:31:00+00:00,IMBALANCE
M5,3512,3513,3517,1,4393.875,4390.115,-3.7600000000002174,2026-08-14 13:45:00+00:00,ABSORPTION
M1,17744,17745,17749,-1,4376.620000000001,4374.17,2.450000000000728,2026-08-14 18:45:00+00:00,IMBALANCE
M1,17812,17813,17817,1,4378.55,4375.25,-3.300000000000182,2026-08-14 19:53:00+00:00,IMBALANCE
M1,17971,17972,17976,1,4400.145,4393.01,-7.135000000000218,2026-08-17 05:32:00+00:00,IMBALANCE
M1,18089,18090,18094,1,4416.46,4417.275,0.8149999999995998,2026-08-17 17:30:00+00:00,IMBALANCE
M1,18195,18196,18200,1,4411.674999999999,4415.445,3.770000000000437,2026-08-17 19:16:00+00:00,IMBALANCE
M1,18422,18423,18427,-1,4420.525,4423.78,-3.255000000000109,2026-08-18 00:03:00+00:00,IMBALANCE
M1,18440,18441,18445,-1,4423.665,4427.655000000001,-3.990000000000691,2026-08-18 00:21:00+00:00,IMBALANCE
M1,18450,18451,18455,-1,4429.55,4431.435,-1.8849999999993088,2026-08-18 00:31:00+00:00,IMBALANCE
M1,18479,18480,18484,1,4394.43,4390.715,-3.7150000000001455,2026-08-18 06:00:00+00:00,IMBALANCE
M1,18574,18575,18579,-1,4397.0650000000005,4402.1,-5.034999999999855,2026-08-18 07:35:00+00:00,IMBALANCE
M1,18724,18725,18729,1,4396.6900000000005,4391.264999999999,-5.425000000001091,2026-08-18 12:05:00+00:00,IMBALANCE
M1,18740,18741,18745,1,4398.84,4395.07,-3.770000000000437,2026-08-18 12:21:00+00:00,IMBALANCE
M5,3748,3749,3753,-1,4395.895,4396.02,-0.125,2026-08-18 12:25:00+00:00,ABSORPTION
M1,18782,18783,18787,-1,4391.075,4390.360000000001,0.714999999999236,2026-08-18 13:03:00+00:00,IMBALANCE
M5,3756,3757,3761,1,4395.84,4389.05,-6.789999999999964,2026-08-18 13:05:00+00:00,ABSORPTION
M1,18811,18812,18816,1,4393.04,4399.485000000001,6.4450000000006185,2026-08-18 13:32:00+00:00,IMBALANCE
M5,3762,3763,3767,1,4396.995,4394.665,-2.3299999999999272,2026-08-18 13:35:00+00:00,ABSORPTION
M1,18826,18827,18831,-1,4393.645,4390.53,3.115000000000691,2026-08-18 13:47:00+00:00,IMBALANCE
M5,3784,3785,3789,1,4354.594999999999,4364.24,9.645000000000437,2026-08-18 15:25:00+00:00,ABSORPTION
M1,19124,19125,19129,-1,4350.09,4346.1,3.9899999999997817,2026-08-18 19:45:00+00:00,IMBALANCE
M1,19131,19132,19136,-1,4342.83,4342.74,0.0900000000001455,2026-08-18 19:52:00+00:00,IMBALANCE
M1,19256,19257,19261,-1,4337.7,4330.860000000001,6.839999999999236,2026-08-19 00:57:00+00:00,IMBALANCE
M1,19265,19266,19270,1,4337.325000000001,4338.775,1.4499999999989086,2026-08-19 01:06:00+00:00,IMBALANCE
M1,19278,19279,19283,-1,4336.585,4336.91,-0.3249999999998181,2026-08-19 01:19:00+00:00,IMBALANCE
M1,19400,19401,19405,1,4370.8150000000005,4369.775,-1.0400000000008731,2026-08-19 12:21:00+00:00,IMBALANCE
M1,19413,19414,19418,1,4379.525,4415.15,35.625,2026-08-19 12:34:00+00:00,IMBALANCE
M1,19421,19422,19426,-1,4409.585,4414.165,-4.579999999999927,2026-08-19 12:42:00+00:00,IMBALANCE
M1,19430,19431,19435,-1,4413.725,4427.81,-14.084999999999129,2026-08-19 12:51:00+00:00,IMBALANCE
M1,19741,19742,19746,-1,4500.51,4491.825,8.6850000000004,2026-08-20 01:02:00+00:00,IMBALANCE
M1,19750,19751,19755,-1,4494.295,4495.985000000001,-1.690000000000509,2026-08-20 01:11:00+00:00,IMBALANCE
M1,19920,19921,19925,1,4488.52,4482.475,-6.045000000000073,2026-08-20 14:01:00+00:00,IMBALANCE
M5,3984,3985,3989,-1,4483.59,4491.665,-8.074999999999818,2026-08-20 14:05:00+00:00,ABSORPTION
M1,19930,19931,19935,1,4487.01,4486.6,-0.4099999999998545,2026-08-20 14:11:00+00:00,IMBALANCE
M1,19939,19940,19944,-1,4482.24,4490.975,-8.735000000000582,2026-08-20 14:20:00+00:00,IMBALANCE
M1,20172,20173,20177,-1,4510.030000000001,4510.04,-0.0099999999993087,2026-08-20 18:13:00+00:00,IMBALANCE
M1,20348,20349,20353,1,4593.285,4599.665000000001,6.380000000001019,2026-08-21 09:09:00+00:00,IMBALANCE
M1,20492,20493,20497,-1,4593.965,4602.889999999999,-8.924999999999272,2026-08-21 11:33:00+00:00,IMBALANCE
M1,20522,20523,20527,1,4586.955,4583.344999999999,-3.610000000000582,2026-08-21 14:03:00+00:00,IMBALANCE
M1,20528,20529,20533,1,4586.535,4589.334999999999,2.7999999999992724,2026-08-21 14:09:00+00:00,IMBALANCE
M5,4107,4108,4112,1,4590.285,4582.635,-7.649999999999636,2026-08-21 14:20:00+00:00,ABSORPTION
M1,20541,20542,20546,1,4596.67,4599.205,2.5349999999998545,2026-08-21 14:22:00+00:00,IMBALANCE
